DOCUMENTOFISCAL|DOCUMENTODEPAGAMENTO|VALOR_JUROS_NF
418527|147652|0,00
418528|147740|0,00
418529|147354|0,00
418530|147740|0,00
418531|147740|0,00
418532|147652|0,00
418533|147740|0,00
418534|147740|0,00
418535|147379|0,00
418536|147321|0,00
418537|147740|0,00
418538|147740|0,00
418539|147740|0,00
418540|147740|0,00
418541|147740|0,00
418542|147740|0,00
418543|147740|0,00
418544|147300|0,00
418545|147740|0,00
418546|147520|0,00
418547|147740|0,00
418548|147379|0,00
418549|147697|0,00
418550|147740|0,00
418551|147740|0,00
418552|147740|0,00
418553|147911|0,77
418554|147652|0,00
418555|147652|0,00
418556|147697|0,00
418557|147740|0,00
418558|147740|0,00
418559|147697|0,00
418561|147740|0,00
418562|147740|0,00
418563|147740|0,00
418565|147772|20,97
418566|147740|0,00
418567|147740|0,00
418568|147740|0,00
418569|147697|0,00
418570|147959|5,47
418572|147446|0,00
418573|147740|0,00
418574|147740|0,00
418575|147652|0,00
418576|147697|0,00
418577|147740|0,00
418578|147379|0,00
418579|147740|0,00
418580|147652|0,00
418581|147652|0,00
418582|147446|0,00
418583|147740|0,00
418584|147740|0,00
418585|147576|0,00
418587|147520|0,00
418588|147740|0,00
418589|147496|0,00
418590|147740|0,00
418591|147740|0,00
418592|147740|0,00
418593|147740|0,00
418594|147740|0,00
418595|147740|0,00
418597|148342|1,74
418598|147740|0,00
418599|147300|0,00
418600|147379|0,00
418601|147740|0,00
418602|147740|0,00
418603|147740|0,00
418604|147740|0,00
418605|147652|0,00
418606|147740|0,00
418607|148175|0,00
418608|147740|0,00
418609|147740|0,00
418610|147740|0,00
418612|147740|0,00
418613|147740|0,00
418614|147300|0,00
418615|147496|0,00
418616|147697|0,00
418617|147354|0,00
418618|147576|0,00
418619|147740|0,00
418620|147740|0,00
418621|147697|0,00
418622|147354|0,00
418624|147740|0,00
418625|147740|0,00
418626|147300|0,00
418627|147520|0,00
418628|147740|0,00
418629|147740|0,00
418630|147740|0,00
418631|147379|0,00
418632|147740|0,00
418633|147740|0,00
418635|147697|0,00
418636|147697|0,00
418637|147697|0,00
418638|147740|0,00
418639|147740|0,00
418640|147652|0,00
418641|147740|0,00
418642|147354|0,00
418643|147300|0,00
418644|147697|0,00
418645|147652|0,00
418646|147652|0,00
418647|147379|0,00
418648|147652|0,00
418649|147740|0,00
418650|147652|0,00
418652|147740|0,00
418653|147740|0,00
418654|147740|0,00
418655|147740|0,00
418656|147379|0,00
418657|147652|0,00
418658|147697|0,00
418659|147740|0,00
418660|147652|0,00
418661|147697|0,00
418662|147379|0,00
418663|147652|0,00
418664|147740|0,00
418665|147740|0,00
418666|147740|0,00
418667|147740|0,00
418668|147354|0,00
418670|147740|0,00
418671|147740|0,00
418672|147496|0,00
418673|147354|0,00
418674|147740|0,00
418675|147740|0,00
418676|147740|0,00
418677|148312|4,31
418678|147697|0,00
418680|147740|0,00
418681|147740|0,00
418682|147740|0,00
418683|147740|0,00
418684|147496|0,00
418685|147697|0,00
418686|147740|0,00
418688|147740|0,00
418689|147379|0,00
418690|147740|0,00
418691|147740|0,00
418692|147740|0,00
418693|147740|0,00
418694|147576|0,00
418695|147740|0,00
418696|147300|0,00
418697|147740|0,00
418698|147652|0,00
418699|147652|0,00
418700|147576|0,00
418701|147697|0,00
418702|147697|0,00
418703|147321|0,00
418704|147740|0,00
418705|147740|0,00
418706|147520|0,00
418707|147354|0,00
418709|147740|0,00
418710|147740|0,00
418711|147354|0,00
418712|147740|0,00
418713|147446|0,00
418714|147576|0,00
418715|147697|0,00
418716|147740|0,00
418717|147740|0,00
418718|147697|0,00
418719|147740|0,00
418720|147740|0,00
418721|147740|0,00
418722|147740|0,00
418723|147300|0,00
418724|147576|0,00
418725|147740|0,00
418726|147740|0,00
418727|147652|0,00
418728|147520|0,00
418729|147740|0,00
418730|147740|0,00
418731|147740|0,00
418732|147697|0,00
418733|147740|0,00
418734|147740|0,00
418735|147652|0,00
418736|147740|0,00
418737|147740|0,00
418738|147740|0,00
418739|147697|0,00
418740|147697|0,00
418741|147321|0,00
418742|147740|0,00
418744|147740|0,00
418745|147652|0,00
418746|147740|0,00
418747|147652|0,00
418748|147740|0,00
418749|147697|0,00
418750|147740|0,00
418751|147652|0,00
418752|147740|0,00
418753|147300|0,00
418754|147740|0,00
418755|147652|0,00
418756|147354|0,00
418757|147520|0,00
418758|147576|0,00
418759|147740|0,00
418760|147740|0,00
418761|147520|0,00
418762|147379|0,00
418763|147496|0,00
418764|147740|0,00
418765|147740|0,00
418766|147792|9,52
418767|147740|0,00
418768|147652|0,00
418769|147740|0,00
418770|147652|0,00
418771|147740|0,00
418772|147740|0,00
418773|147740|0,00
418776|147446|0,00
418777|147652|0,00
418778|147446|0,00
418779|147652|0,00
418780|147740|0,00
418782|147740|0,00
418783|147300|0,00
418784|147740|0,00
418785|148640|3,97
418786|147740|0,00
418787|147740|0,00
418788|147740|0,00
418789|148485|10,25
418790|147740|0,00
418791|147576|0,00
418792|147740|0,00
418793|147697|0,00
418794|147300|0,00
418795|147576|0,00
418796|147740|0,00
418797|147697|0,00
418798|147740|0,00
418799|147652|0,00
418800|147740|0,00
418801|147740|0,00
418802|147740|0,00
418804|147652|0,00
418805|147652|0,00
418806|147300|0,00
418807|147697|0,00
418808|147697|0,00
418809|147520|0,00
418811|147520|0,00
418812|147740|0,00
418813|147520|0,00
418814|147300|0,00
418815|147652|0,00
418816|147740|0,00
418817|147740|0,00
418818|147652|0,00
418819|147740|0,00
418820|147354|0,00
418821|147740|0,00
418822|147740|0,00
418823|147740|0,00
418824|147652|0,00
418825|147740|0,00
418826|147740|0,00
418827|147652|0,00
418828|147740|0,00
418829|147740|0,00
418830|147740|0,00
418831|147697|0,00
418833|147576|0,00
418834|147697|0,00
418835|147740|0,00
418836|149063|1,09
418837|147740|0,00
418838|147740|0,00
418839|147740|0,00
418840|147740|0,00
418841|147740|0,00
418842|147740|0,00
418844|147652|0,00
418845|147354|0,00
418846|147740|0,00
418847|150973|1,62
418848|147740|0,00
418849|147740|0,00
418850|147652|0,00
418851|147697|0,00
418852|147861|0,76
418853|147652|0,00
418854|147740|0,00
418855|147740|0,00
418856|147740|0,00
418857|147740|0,00
418858|147576|0,00
418859|147740|0,00
418860|147740|0,00
418861|147740|0,00
418862|147740|0,00
418863|147576|0,00
418864|147697|0,00
418865|147652|0,00
418866|147740|0,00
418867|147321|0,00
418868|147697|0,00
418869|147740|0,00
418870|147740|0,00
418871|147740|0,00
418872|147740|0,00
418873|147740|0,00
418874|147446|0,00
418875|147740|0,00
418876|147740|0,00
418877|147740|0,00
418878|147740|0,00
418879|147300|0,00
418881|148640|3,97
418882|147652|0,00
418883|147446|0,00
418884|147740|0,00
418885|147740|0,00
418886|147496|0,00
418887|147740|0,00
418888|147959|0,78
418889|147740|0,00
418890|147740|0,00
418891|147740|0,00
418892|147740|0,00
418893|147740|0,00
418894|147740|0,00
418895|147740|0,00
418896|147576|0,00
418897|147652|0,00
418899|154760|181,17
418900|147697|0,00
418901|147446|0,00
418902|147740|0,00
418903|147740|0,00
418904|147740|0,00
418905|147520|0,00
418906|147861|0,76
418907|147740|0,00
418908|147740|0,00
418909|148178|0,00
418910|147740|0,00
418911|147740|0,00
418912|147740|0,00
418913|148640|15,16
418914|151186|20,51
418915|147772|1,44
418916|147740|0,00
418917|147652|0,00
418918|147740|0,00
418920|147740|0,00
418921|148172|0,00
418922|147740|0,00
418923|147697|0,00
418924|147740|0,00
418925|147740|0,00
418926|147740|0,00
418927|147697|0,00
418928|147740|0,00
418929|147300|0,00
418930|147740|0,00
418931|147740|0,00
418932|147652|0,00
418933|147740|0,00
418934|149588|5,96
418935|147652|0,00
418936|147792|0,73
418937|147740|0,00
418938|147740|0,00
418940|147652|0,00
418941|147740|0,00
418942|148281|5,11
418945|147652|0,00
418947|153443|0,00
418948|149933|1,32
418950|147379|0,00
419149|148737|0,00
419150|148485|0,00
419151|148737|0,00
419152|148640|0,00
419153|148640|0,00
419154|148737|0,00
419155|148640|0,00
419156|148737|0,00
419157|148696|0,00
419158|148640|0,00
419159|148562|0,00
419160|148776|0,00
419161|148737|0,00
419162|148737|0,00
419163|148696|0,00
419164|148696|0,00
419165|148398|0,00
419166|149111|0,00
419167|148737|0,00
419168|148737|0,00
419169|148849|99,91
419171|148737|0,00
419172|148696|0,00
419173|148562|0,00
419174|148696|0,00
419175|148737|0,00
419176|148696|0,00
419177|148737|0,00
419178|148737|0,00
419179|148737|0,00
419180|148342|0,00
419181|148640|0,00
419182|148737|0,00
419183|148737|0,00
419184|148737|0,00
419185|148696|0,00
419186|148696|0,00
419187|148439|0,00
419188|148696|0,00
419189|148737|0,00
419190|148737|0,00
419191|148737|0,00
419192|148737|0,00
419193|148737|0,00
419194|148737|0,00
419195|148369|0,00
419196|148737|0,00
419197|148696|0,00
419198|148342|0,00
419199|148737|0,00
419200|148737|0,00
419201|148737|0,00
419202|148640|0,00
419203|148737|0,00
419204|148737|0,00
419205|148737|0,00
419206|148696|0,00
419207|148696|0,00
419208|148737|0,00
419209|148737|0,00
419210|148737|0,00
419211|148737|0,00
419212|148737|0,00
419213|148737|0,00
419214|148696|0,00
419215|148696|0,00
419216|148696|0,00
419217|148737|0,00
419218|148696|0,00
419219|148737|0,00
419220|148737|0,00
419221|148312|0,00
419222|148737|0,00
419223|148562|0,00
419224|148696|0,00
419225|148737|0,00
419226|148696|0,00
419227|148562|0,00
419228|148737|0,00
419229|148562|0,00
419230|148737|0,00
419231|148737|0,00
419232|148485|0,00
419233|148737|0,00
419234|148439|0,00
419235|148737|0,00
419236|148737|0,00
419237|148696|0,00
419238|148485|0,00
419239|148696|0,00
419240|148312|0,00
419241|148485|0,00
419242|148737|0,00
419243|148737|0,00
419244|148696|0,00
419245|148640|0,00
419246|148640|0,00
419247|148640|0,00
419248|148737|0,00
419249|148929|0,00
419250|148608|0,00
419251|148737|0,00
419252|148737|0,00
419253|148737|0,00
419254|148640|0,00
419255|148696|0,00
419256|148737|0,00
419257|148737|0,00
419258|148737|0,00
419259|148696|0,00
419260|148696|0,00
419261|149862|32,96
419262|148696|0,00
419263|148508|0,00
419264|148696|0,00
419265|148696|0,00
419266|148562|0,00
419267|148737|0,00
419268|148737|0,00
419269|148737|0,00
419270|148737|0,00
419271|149063|45,80
419272|148737|0,00
419273|148696|0,00
419274|148737|0,00
419275|148696|0,00
419276|149530|0,86
419277|148737|0,00
419278|148737|0,00
419279|148640|0,00
419280|148737|0,00
419281|148737|0,00
419282|148737|0,00
419283|148737|0,00
419284|148737|0,00
419285|148737|0,00
419286|148737|0,00
419287|148737|0,00
419288|148737|0,00
419289|148608|0,00
419290|148737|0,00
419292|148369|0,00
419293|148562|0,00
419294|148696|0,00
419295|148398|0,00
419296|148737|0,00
419297|148696|0,00
419298|148696|0,00
419299|148737|0,00
419300|148508|0,00
419301|148737|0,00
419302|148640|0,00
419303|148737|0,00
419304|148696|0,00
419305|148562|0,00
419306|148737|0,00
419307|148737|0,00
419308|148696|0,00
419310|148369|0,00
419311|148737|0,00
419312|148640|0,00
419313|148737|0,00
419314|148737|0,00
419315|151806|1,58
419316|148737|0,00
419317|148737|0,00
419318|148737|0,00
419319|148508|0,00
419320|148737|0,00
419321|148776|167,82
419322|148696|0,00
419323|148562|0,00
419324|149168|45,24
419326|148737|0,00
419327|148696|0,00
419328|148696|0,00
419329|148737|0,00
419330|148439|0,00
419331|148737|0,00
419332|148737|0,00
419334|148737|0,00
419335|148776|80,26
419336|148737|0,00
419337|148737|0,00
419338|148737|0,00
419339|148737|0,00
419340|148737|0,00
419341|148640|0,00
419342|149780|1,92
419343|148737|0,00
419344|148737|0,00
419345|148737|0,00
419346|148640|0,00
419347|148608|0,00
419348|148398|0,00
419349|148737|0,00
419350|148737|0,00
419351|148640|0,00
419352|148737|0,00
419353|148562|0,00
419354|148737|0,00
419355|148696|0,00
419356|148342|0,00
419357|148737|0,00
419358|148640|0,00
419360|149933|0,11
419361|148737|0,00
419362|148640|0,00
419363|148737|0,00
419364|148508|0,00
419365|148696|0,00
419366|148398|0,00
419367|148508|0,00
419368|148737|0,00
419369|148737|0,00
419370|148696|0,00
419371|148562|0,00
419372|148608|0,00
419373|149641|81,65
419374|148640|0,00
419375|148737|0,00
419376|148737|0,00
419377|148737|0,00
419378|148640|0,00
419380|148926|1,54
419381|148737|0,00
419382|151453|0,00
419383|148737|0,00
419384|148737|0,00
419385|148737|0,00
419386|148696|0,00
419387|148640|0,00
419388|148696|0,00
419389|148562|0,00
419390|148640|0,00
419391|148737|0,00
419392|148737|0,00
419393|148398|0,00
419394|148640|0,00
419395|148640|0,00
419396|152935|5,79
419397|148439|0,00
419398|148562|0,00
419399|148439|0,00
419400|148640|0,00
419401|148369|0,00
419402|148342|0,00
419403|148369|0,00
419404|148398|0,00
419405|148398|0,00
419406|148562|0,00
419407|148398|0,00
419408|148737|0,00
419409|148608|0,00
419410|148737|0,00
419411|148737|0,00
419412|148696|0,00
419413|148737|0,00
419414|148737|0,00
419415|148696|0,00
419416|148342|0,00
419417|148737|0,00
419418|148737|0,00
419419|148737|0,00
419420|148640|0,00
419421|148737|0,00
419422|148737|0,00
419423|148849|0,75
419424|148696|0,00
419427|148737|0,00
419428|148737|0,00
419429|148737|0,00
419430|148737|0,00
419431|148608|0,00
419432|148737|0,00
419433|148737|0,00
419434|148737|0,00
419435|148737|0,00
419436|148562|0,00
419437|148696|0,00
419438|148485|0,00
419439|148737|0,00
419441|148737|0,00
419442|148737|0,00
419443|148737|0,00
419444|148696|0,00
419445|148696|0,00
419446|148640|0,00
419447|148737|0,00
419449|149907|1,98
419450|148737|0,00
419451|148737|0,00
419452|148608|0,00
419453|148696|0,00
419454|148737|0,00
419456|148737|0,00
419457|148640|0,00
419458|148737|0,00
419459|148737|0,00
419460|148737|0,00
419461|148562|0,00
419462|148737|0,00
419463|149641|0,11
419464|148737|0,00
419465|148640|0,00
419466|148562|0,00
419467|148608|0,00
419468|148737|0,00
419469|148640|0,00
419470|148562|0,00
419471|148737|0,00
419472|148737|0,00
419473|148737|0,00
419474|148369|0,00
419475|148369|0,00
419476|148562|0,00
419477|148737|0,00
419478|148737|0,00
419479|148737|0,00
419480|148737|0,00
419481|148737|0,00
419482|148737|0,00
419483|148737|0,00
419484|148737|0,00
419485|148737|0,00
419486|148737|0,00
419487|148312|0,00
419488|148640|0,00
419489|148737|0,00
419490|148737|0,00
419491|148737|0,00
419492|148696|0,00
419493|148562|0,00
419494|148737|0,00
419495|148737|0,00
419496|148737|0,00
419497|148737|0,00
419498|148640|0,00
419499|148696|0,00
419500|148737|0,00
419501|148508|0,00
419502|148562|0,00
419503|148737|0,00
419504|148485|0,00
419505|148696|0,00
419506|148737|0,00
419507|148640|0,00
419508|148640|0,00
419509|148508|0,00
419510|148737|0,00
419511|148608|0,00
419512|148737|0,00
419513|148696|0,00
419514|148508|0,00
419515|148640|0,00
419516|148562|0,00
419517|148737|0,00
419518|148737|0,00
419519|148439|0,00
419520|148562|0,00
419521|148737|0,00
419523|148737|0,00
419524|148737|0,00
419525|148369|0,00
419526|148737|0,00
419527|148737|0,00
419528|148608|0,00
419529|148640|0,00
419530|148737|0,00
419531|148640|0,00
419532|148737|0,00
419533|148439|0,00
419534|148737|0,00
419535|148696|0,00
419536|148562|0,00
419537|148398|0,00
419538|148439|0,00
419539|148696|0,00
419540|148737|0,00
419541|148640|0,00
419542|150116|384,99
419543|148562|0,00
419544|148737|0,00
419545|148640|0,00
419546|148696|0,00
419547|148737|0,00
419548|148737|0,00
419549|148737|0,00
419550|148737|0,00
419551|148608|0,00
419552|148696|0,00
419553|148508|0,00
419554|148485|0,00
419555|148737|0,00
419556|148737|0,00
419557|148640|0,00
419558|148737|0,00
419559|148737|0,00
419560|148508|0,00
419562|148696|0,00
419563|148737|0,00
419564|148737|0,00
419565|148696|0,00
419566|148737|0,00
419567|148737|0,00
419568|148737|0,00
419569|148737|0,00
419570|148737|0,00
419571|148562|0,00
419572|148640|0,00
419573|148737|0,00
419574|149907|45,56
419575|148369|0,00
419576|148696|0,00
419577|148696|0,00
419578|148737|0,00
419579|148737|0,00
419580|148312|0,00
419581|148737|0,00
419582|148696|0,00
419583|148696|0,00
419584|148696|0,00
419585|148737|0,00
419586|149112|3,29
419587|148342|0,00
419589|148737|0,00
419590|148640|0,00
419591|148562|0,00
419592|148737|0,00
419593|148696|0,00
419594|148737|0,00
419595|148737|0,00
419596|148737|0,00
419597|148737|0,00
419599|148696|0,00
419600|148562|0,00
419601|148562|0,00
419602|148737|0,00
419603|148312|0,00
419604|148737|0,00
419606|148737|0,00
419607|148737|0,00
419608|148508|0,00
419609|148737|0,00
419610|148737|0,00
419611|148737|0,00
419612|148737|0,00
419613|148737|0,00
419614|148737|0,00
419615|148737|0,00
419616|148737|0,00
419617|148737|0,00
419618|148398|0,00
419619|148737|0,00
419621|148696|0,00
419622|148439|0,00
419623|148737|0,00
419624|148737|0,00
419625|149588|0,89
419626|148342|0,00
419627|148640|0,00
419628|154227|351,72
419629|148439|0,00
419630|148737|0,00
419631|148737|0,00
419632|148696|0,00
419633|148696|0,00
419634|148737|0,00
419635|148737|0,00
419636|148737|0,00
419637|149168|0,83
419638|148737|0,00
419639|148312|0,00
419640|148737|0,00
419641|148369|0,00
419642|148737|0,00
419643|152659|5,43
419644|148737|0,00
419645|148737|0,00
419646|148737|0,00
419647|148640|0,00
419648|148562|0,00
419649|148778|0,00
419650|148737|0,00
419651|148737|0,00
419652|148737|0,00
419653|148737|0,00
419654|148312|0,00
419655|148508|0,00
419656|148737|0,00
419657|148342|0,00
419658|148696|0,00
419659|148485|0,00
419660|148737|0,00
419661|148737|0,00
419662|148640|0,00
419663|148696|0,00
419664|148737|0,00
419665|148608|0,00
419666|148342|0,00
419667|148737|0,00
419668|148696|0,00
419669|148562|0,00
419670|148737|0,00
419671|148737|0,00
419672|148640|0,00
419673|148696|0,00
419675|148737|0,00
419676|148737|0,00
419677|148737|0,00
419678|149780|4,81
419679|148737|0,00
419680|148398|0,00
419681|148737|0,00
419682|148485|0,00
419683|148737|0,00
419684|148508|0,00
419685|148696|0,00
419686|148737|0,00
419687|148696|0,00
419688|148737|0,00
419689|148737|0,00
419690|148737|0,00
419692|148737|0,00
419693|148737|0,00
419694|148737|0,00
419695|148640|0,00
419696|148608|0,00
419697|148696|0,00
419698|148608|0,00
419699|148640|0,00
419700|149933|1,02
419701|148562|0,00
419702|148696|0,00
419703|149819|0,00
419704|148640|0,00
419705|148737|0,00
419706|148737|0,00
419707|148737|0,00
419708|148737|0,00
419709|148608|0,00
419710|148737|0,00
419711|148737|0,00
419712|148369|0,00
419713|148485|0,00
419714|148737|0,00
419715|150807|1,25
419716|148737|0,00
419717|148737|0,00
419718|148737|0,00
419719|148562|0,00
419720|148737|0,00
419721|148737|0,00
419722|150510|9,38
419723|148737|0,00
419724|148737|0,00
419725|148696|0,00
419726|148737|0,00
419727|148439|0,00
419728|148508|0,00
419729|148737|0,00
419730|148737|0,00
419731|148737|0,00
419732|148737|0,00
419733|148737|0,00
419734|148342|0,00
419735|148342|0,00
419736|148737|0,00
419737|148640|0,00
419738|148608|0,00
419739|148696|0,00
419740|148640|0,00
419741|148737|0,00
419742|148439|0,00
419743|148696|0,00
419744|148398|0,00
419745|148737|0,00
