Vendedor;Produto;Estado;Mês;Cliente;Valor;Quantidade;Total
Roberto;Rodas aro 13";RO;Novembro;Pessoa Física;780;30;23400
Myslaine;Rodas aro 14";MT;Julho;Pessoa Jurídica;980;30;29400
Katia;Rodas aro 15";AP;Novembro;Pessoa Jurídica;1020;25;25500
Vanessa;Rodas aro 16";RS;Dezembro;Pessoa Jurídica;1340;22;29480
Renata;Rodas aro 17";SC;Abril;Pessoa Física;1870;21;39270
Caio;Rodas aro 18";RO;Outubro;Pessoa Jurídica;1910;20;38200
Priscila;Rodas aro 19";MA;Junho;Pessoa Física;2240;20;44800
Mirian;Rodas aro 20";MT;Março;Pessoa Física;2479;18;44622
Murilo;Rodas aro 21";RR;Janeiro;Pessoa Física;3200;18;57600
Roberto;Rodas aro 22";BA;Setembro;Pessoa Jurídica;3921;17;66657
Myslaine;Rodas aro 13";MG;Outubro;Pessoa Jurídica;780;16;12480
Katia;Rodas aro 14";PR;Novembro;Pessoa Jurídica;980;16;15680
Vanessa;Rodas aro 15";MS;Julho;Pessoa Física;1020;15;15300
Renata;Rodas aro 16";SP;Dezembro;Pessoa Jurídica;1340;9;12060
Caio;Rodas aro 17";CE;Maio;Pessoa Física;1870;5;9350
Priscila;Rodas aro 18";PR;Maio;Pessoa Física;1910;4;7640
Mirian;Rodas aro 19";RJ;Junho;Pessoa Física;2240;3;6720
Murilo;Rodas aro 20";PA;Julho;Pessoa Jurídica;2479;2;4958
Roberto;Rodas aro 21";SE;Fevereiro;Pessoa Jurídica;3200;1;3200
Myslaine;Rodas aro 22";AC;Junho;Pessoa Jurídica;3921;110;431310
Katia;Rodas aro 13";MA;Setembro;Pessoa Física;780;109;85020
Vanessa;Rodas aro 14";RJ;Setembro;Pessoa Jurídica;980;109;106820
Renata;Rodas aro 15";SE;Dezembro;Pessoa Física;1020;109;111180
Caio;Rodas aro 16";MG;Março;Pessoa Física;1340;108;144720
Priscila;Rodas aro 17";DF;Janeiro;Pessoa Física;1870;107;200090
Mirian;Rodas aro 18";TO;Outubro;Pessoa Jurídica;1910;105;200550
Murilo;Rodas aro 19";DF;Março;Pessoa Jurídica;2240;102;228480
Roberto;Rodas aro 20";TO;Setembro;Pessoa Jurídica;2479;102;252858
Myslaine;Rodas aro 21";PA;Fevereiro;Pessoa Física;3200;101;323200
Katia;Rodas aro 22";TO;Janeiro;Pessoa Jurídica;3921;101;396021
Vanessa;Rodas aro 13";PI;Janeiro;Pessoa Física;780;100;78000
Renata;Rodas aro 14";MG;Agosto;Pessoa Física;980;99;97020
Caio;Rodas aro 15";RR;Agosto;Pessoa Física;1020;97;98940
Priscila;Rodas aro 16";BA;Agosto;Pessoa Jurídica;1340;95;127300
Mirian;Rodas aro 17";TO;Março;Pessoa Jurídica;1870;93;173910
Murilo;Rodas aro 18";SP;Dezembro;Pessoa Jurídica;1910;90;171900
Roberto;Rodas aro 19";PB;Maio;Pessoa Física;2240;90;201600
Myslaine;Rodas aro 20";PE;Setembro;Pessoa Jurídica;2479;90;223110
Katia;Rodas aro 21";CE;Dezembro;Pessoa Física;3200;88;281600
Vanessa;Rodas aro 22";SC;Abril;Pessoa Física;3921;86;337206
Renata;Rodas aro 13";RO;Outubro;Pessoa Física;780;86;67080
Caio;Rodas aro 14";RN;Dezembro;Pessoa Jurídica;980;86;84280
Priscila;Rodas aro 15";DF;Março;Pessoa Jurídica;1020;83;84660
Mirian;Rodas aro 16";RO;Outubro;Pessoa Jurídica;1340;83;111220
Murilo;Rodas aro 17";RN;Abril;Pessoa Física;1870;83;155210
Roberto;Rodas aro 18";CE;Maio;Pessoa Jurídica;1910;81;154710
Myslaine;Rodas aro 19";RJ;Setembro;Pessoa Física;2240;78;174720
Katia;Rodas aro 20";DF;Junho;Pessoa Física;2479;78;193362
Vanessa;Rodas aro 21";RS;Fevereiro;Pessoa Física;3200;78;249600
Renata;Rodas aro 22";MG;Setembro;Pessoa Jurídica;3921;76;297996
Caio;Rodas aro 13";RS;Abril;Pessoa Jurídica;780;76;59280
Priscila;Rodas aro 14";PE;Julho;Pessoa Jurídica;980;76;74480
Mirian;Rodas aro 15";TO;Maio;Pessoa Física;1020;75;76500
Murilo;Rodas aro 16";BA;Setembro;Pessoa Jurídica;1340;72;96480
Roberto;Rodas aro 17";SP;Junho;Pessoa Física;1870;71;132770
Myslaine;Rodas aro 18";BA;Maio;Pessoa Física;1910;67;127970
Katia;Rodas aro 19";RR;Abril;Pessoa Física;2240;62;138880
Vanessa;Rodas aro 20";DF;Abril;Pessoa Jurídica;2479;61;151219
Renata;Rodas aro 21";BA;Março;Pessoa Jurídica;3200;58;185600
Caio;Rodas aro 22";GO;Abril;Pessoa Jurídica;3921;52;203892
Priscila;Rodas aro 13";PA;Agosto;Pessoa Física;780;52;40560
Mirian;Rodas aro 14";RO;Dezembro;Pessoa Jurídica;980;50;49000
Murilo;Rodas aro 15";MG;Janeiro;Pessoa Física;1020;50;51000
Roberto;Rodas aro 16";MG;Janeiro;Pessoa Física;1340;49;65660
Myslaine;Rodas aro 17";RJ;Setembro;Pessoa Física;1870;48;89760
Katia;Rodas aro 18";MT;Julho;Pessoa Jurídica;1910;44;84040
Vanessa;Rodas aro 19";RR;Abril;Pessoa Jurídica;2240;41;91840
Renata;Rodas aro 20";SP;Março;Pessoa Jurídica;2479;40;99160
Caio;Rodas aro 21";PR;Abril;Pessoa Física;3200;39;124800
Priscila;Rodas aro 22";PA;Maio;Pessoa Jurídica;3921;34;133314
Mirian;Rodas aro 13";MS;Junho;Pessoa Física;780;31;24180
Murilo;Rodas aro 14";RN;Abril;Pessoa Física;980;30;29400
Roberto;Rodas aro 15";PE;Abril;Pessoa Física;1020;28;28560
Myslaine;Rodas aro 16";TO;Setembro;Pessoa Jurídica;1340;28;37520
Katia;Rodas aro 17";TO;Agosto;Pessoa Jurídica;1870;28;52360
Vanessa;Rodas aro 18";AP;Maio;Pessoa Jurídica;1910;27;51570
Renata;Rodas aro 19";ES;Outubro;Pessoa Física;2240;26;58240
Caio;Rodas aro 20";MA;Fevereiro;Pessoa Jurídica;2479;26;64454
Priscila;Rodas aro 21";SC;Novembro;Pessoa Física;3200;25;80000
Mirian;Rodas aro 22";PI;Dezembro;Pessoa Física;3921;24;94104
Murilo;Rodas aro 13";AC;Junho;Pessoa Física;780;24;18720
Roberto;Rodas aro 14";AC;Julho;Pessoa Jurídica;980;23;22540
Myslaine;Rodas aro 15";SC;Dezembro;Pessoa Jurídica;1020;22;22440
Katia;Rodas aro 16";RO;Fevereiro;Pessoa Jurídica;1340;21;28140
Vanessa;Rodas aro 17";RR;Maio;Pessoa Física;1870;21;39270
Renata;Rodas aro 18";SC;Janeiro;Pessoa Jurídica;1910;19;36290
Caio;Rodas aro 19";BA;Junho;Pessoa Física;2240;19;42560
Priscila;Rodas aro 20";AP;Maio;Pessoa Física;2479;19;47101
Mirian;Rodas aro 21";RR;Novembro;Pessoa Física;3200;18;57600
Murilo;Rodas aro 22";PB;Março;Pessoa Jurídica;3921;16;62736
Roberto;Rodas aro 13";MA;Junho;Pessoa Jurídica;780;14;10920
Myslaine;Rodas aro 14";PB;Outubro;Pessoa Jurídica;980;14;13720
Katia;Rodas aro 15";AP;Outubro;Pessoa Física;1020;12;12240
Vanessa;Rodas aro 16";AC;Fevereiro;Pessoa Jurídica;1340;12;16080
Renata;Rodas aro 17";CE;Maio;Pessoa Física;1870;11;20570
Caio;Rodas aro 18";MS;Abril;Pessoa Física;1910;10;19100
Priscila;Rodas aro 19";CE;Agosto;Pessoa Física;2240;9;20160
Mirian;Rodas aro 20";AC;Março;Pessoa Jurídica;2479;8;19832
Murilo;Rodas aro 21";AC;Março;Pessoa Jurídica;3200;7;22400
Roberto;Rodas aro 22";GO;Março;Pessoa Jurídica;3921;6;23526
Myslaine;Rodas aro 13";PA;Setembro;Pessoa Física;780;5;3900
Katia;Rodas aro 14";PA;Agosto;Pessoa Jurídica;980;3;2940
Vanessa;Rodas aro 15";SP;Janeiro;Pessoa Física;1020;2;2040
Renata;Rodas aro 16";RO;Janeiro;Pessoa Física;1340;2;2680
Caio;Rodas aro 17";RN;Novembro;Pessoa Física;1870;1;1870
Priscila;Rodas aro 18";DF;Dezembro;Pessoa Jurídica;1910;110;210100
Mirian;Rodas aro 19";AL;Setembro;Pessoa Jurídica;2240;108;241920
Murilo;Rodas aro 20";MG;Julho;Pessoa Jurídica;2479;106;262774
Roberto;Rodas aro 21";ES;Março;Pessoa Física;3200;105;336000
Myslaine;Rodas aro 22";TO;Janeiro;Pessoa Jurídica;3921;105;411705
Katia;Rodas aro 13";DF;Março;Pessoa Física;780;104;81120
Vanessa;Rodas aro 14";RO;Dezembro;Pessoa Física;980;103;100940
Renata;Rodas aro 15";PR;Janeiro;Pessoa Física;1020;103;105060
Caio;Rodas aro 16";SE;Setembro;Pessoa Jurídica;1340;102;136680
Priscila;Rodas aro 17";PE;Setembro;Pessoa Jurídica;1870;101;188870
Mirian;Rodas aro 18";DF;Outubro;Pessoa Jurídica;1910;99;189090
Murilo;Rodas aro 19";GO;Julho;Pessoa Física;2240;98;219520
Roberto;Rodas aro 20";AL;Junho;Pessoa Jurídica;2479;97;240463
Myslaine;Rodas aro 21";PR;Dezembro;Pessoa Física;3200;96;307200
Katia;Rodas aro 22";GO;Janeiro;Pessoa Física;3921;96;376416
Vanessa;Rodas aro 13";AM;Abril;Pessoa Física;780;95;74100
Renata;Rodas aro 14";MA;Janeiro;Pessoa Jurídica;980;95;93100
Caio;Rodas aro 15";MT;Fevereiro;Pessoa Jurídica;1020;94;95880
Priscila;Rodas aro 16";RR;Julho;Pessoa Jurídica;1340;92;123280
Mirian;Rodas aro 17";RR;Outubro;Pessoa Física;1870;92;172040
Murilo;Rodas aro 18";GO;Maio;Pessoa Jurídica;1910;91;173810
Roberto;Rodas aro 19";SE;Fevereiro;Pessoa Física;2240;90;201600
Myslaine;Rodas aro 20";PI;Junho;Pessoa Física;2479;89;220631
Katia;Rodas aro 21";GO;Março;Pessoa Física;3200;88;281600
Vanessa;Rodas aro 22";BA;Agosto;Pessoa Jurídica;3921;86;337206
Renata;Rodas aro 13";AP;Março;Pessoa Jurídica;780;86;67080
Caio;Rodas aro 14";TO;Março;Pessoa Jurídica;980;84;82320
Priscila;Rodas aro 15";MG;Julho;Pessoa Física;1020;80;81600
Mirian;Rodas aro 16";DF;Dezembro;Pessoa Jurídica;1340;78;104520
Murilo;Rodas aro 17";TO;Maio;Pessoa Física;1870;76;142120
Roberto;Rodas aro 18";CE;Junho;Pessoa Física;1910;76;145160
Myslaine;Rodas aro 19";PI;Julho;Pessoa Física;2240;74;165760
Katia;Rodas aro 20";CE;Janeiro;Pessoa Jurídica;2479;72;178488
Vanessa;Rodas aro 21";PB;Fevereiro;Pessoa Jurídica;3200;71;227200
Renata;Rodas aro 22";ES;Novembro;Pessoa Jurídica;3921;70;274470
Caio;Rodas aro 13";MA;Agosto;Pessoa Física;780;69;53820
Priscila;Rodas aro 14";RO;Maio;Pessoa Jurídica;980;66;64680
Mirian;Rodas aro 15";SE;Dezembro;Pessoa Física;1020;66;67320
Murilo;Rodas aro 16";PI;Dezembro;Pessoa Física;1340;65;87100
Roberto;Rodas aro 17";TO;Agosto;Pessoa Física;1870;65;121550
Myslaine;Rodas aro 18";RJ;Dezembro;Pessoa Jurídica;1910;60;114600
Katia;Rodas aro 19";AM;Setembro;Pessoa Jurídica;2240;60;134400
Vanessa;Rodas aro 20";SC;Abril;Pessoa Jurídica;2479;59;146261
Renata;Rodas aro 21";AM;Junho;Pessoa Física;3200;58;185600
Caio;Rodas aro 22";RO;Junho;Pessoa Jurídica;3921;56;219576
Priscila;Rodas aro 13";AP;Setembro;Pessoa Física;780;55;42900
Mirian;Rodas aro 14";MA;Setembro;Pessoa Física;980;54;52920
Murilo;Rodas aro 15";GO;Abril;Pessoa Física;1020;52;53040
Roberto;Rodas aro 16";SE;Junho;Pessoa Jurídica;1340;45;60300
Myslaine;Rodas aro 17";TO;Novembro;Pessoa Jurídica;1870;44;82280
Katia;Rodas aro 18";SP;Agosto;Pessoa Jurídica;1910;43;82130
Vanessa;Rodas aro 19";ES;Setembro;Pessoa Física;2240;42;94080
Renata;Rodas aro 20";MS;Abril;Pessoa Jurídica;2479;41;101639
Caio;Rodas aro 21";AC;Fevereiro;Pessoa Física;3200;40;128000
Priscila;Rodas aro 22";MT;Março;Pessoa Física;3921;38;148998
Mirian;Rodas aro 13";PE;Abril;Pessoa Física;780;38;29640
Murilo;Rodas aro 14";PR;Março;Pessoa Jurídica;980;36;35280
Roberto;Rodas aro 15";MG;Junho;Pessoa Jurídica;1020;36;36720
Myslaine;Rodas aro 16";AL;Maio;Pessoa Jurídica;1340;36;48240
Katia;Rodas aro 17";AM;Outubro;Pessoa Física;1870;35;65450
Vanessa;Rodas aro 18";AP;Outubro;Pessoa Jurídica;1910;34;64940
Renata;Rodas aro 19";AM;Abril;Pessoa Física;2240;32;71680
Caio;Rodas aro 20";AC;Março;Pessoa Física;2479;29;71891
Priscila;Rodas aro 21";MT;Janeiro;Pessoa Física;3200;28;89600
Mirian;Rodas aro 22";SE;Setembro;Pessoa Jurídica;3921;27;105867
Murilo;Rodas aro 13";MT;Dezembro;Pessoa Jurídica;780;27;21060
Roberto;Rodas aro 14";PE;Abril;Pessoa Jurídica;980;26;25480
Myslaine;Rodas aro 15";SE;Maio;Pessoa Física;1020;26;26520
Katia;Rodas aro 16";MA;Maio;Pessoa Jurídica;1340;25;33500
Vanessa;Rodas aro 17";MA;Janeiro;Pessoa Física;1870;25;46750
Renata;Rodas aro 18";PB;Janeiro;Pessoa Física;1910;25;47750
Caio;Rodas aro 19";AP;Dezembro;Pessoa Física;2240;24;53760
Priscila;Rodas aro 20";AP;Maio;Pessoa Jurídica;2479;21;52059
Mirian;Rodas aro 21";AM;Março;Pessoa Jurídica;3200;21;67200
Murilo;Rodas aro 22";PE;Agosto;Pessoa Jurídica;3921;20;78420
Roberto;Rodas aro 13";GO;Janeiro;Pessoa Física;780;15;11700
Myslaine;Rodas aro 14";CE;Abril;Pessoa Jurídica;980;12;11760
Katia;Rodas aro 15";RJ;Agosto;Pessoa Física;1020;12;12240
Vanessa;Rodas aro 16";BA;Setembro;Pessoa Física;1340;12;16080
Renata;Rodas aro 17";MG;Abril;Pessoa Física;1870;11;20570
Caio;Rodas aro 18";PA;Fevereiro;Pessoa Jurídica;1910;11;21010
Priscila;Rodas aro 19";BA;Setembro;Pessoa Jurídica;2240;10;22400
Mirian;Rodas aro 20";RJ;Fevereiro;Pessoa Jurídica;2479;8;19832
Murilo;Rodas aro 21";SP;Abril;Pessoa Física;3200;8;25600
Roberto;Rodas aro 22";MT;Dezembro;Pessoa Jurídica;3921;8;31368
Myslaine;Rodas aro 13";BA;Março;Pessoa Física;780;7;5460
Katia;Rodas aro 14";RJ;Outubro;Pessoa Física;980;5;4900
Vanessa;Rodas aro 15";MG;Abril;Pessoa Física;1020;4;4080
Renata;Rodas aro 16";SE;Novembro;Pessoa Jurídica;1340;3;4020
Caio;Rodas aro 17";GO;Agosto;Pessoa Jurídica;1870;1;1870
Priscila;Rodas aro 18";MS;Maio;Pessoa Jurídica;1910;1;1910
Mirian;Rodas aro 19";GO;Junho;Pessoa Física;2240;110;246400
Murilo;Rodas aro 20";BA;Agosto;Pessoa Jurídica;2479;109;270211
Roberto;Rodas aro 21";RJ;Fevereiro;Pessoa Física;3200;108;345600
Myslaine;Rodas aro 22";SP;Abril;Pessoa Física;3921;108;423468
Katia;Rodas aro 13";PB;Setembro;Pessoa Física;780;104;81120
Vanessa;Rodas aro 14";AP;Novembro;Pessoa Jurídica;980;101;98980
Renata;Rodas aro 15";AL;Novembro;Pessoa Jurídica;1020;100;102000
Caio;Rodas aro 16";AP;Outubro;Pessoa Jurídica;1340;97;129980
Priscila;Rodas aro 17";RJ;Janeiro;Pessoa Física;1870;97;181390
Mirian;Rodas aro 18";BA;Maio;Pessoa Jurídica;1910;94;179540
Murilo;Rodas aro 19";PI;Setembro;Pessoa Física;2240;93;208320
Roberto;Rodas aro 20";MS;Setembro;Pessoa Física;2479;91;225589
Myslaine;Rodas aro 21";CE;Maio;Pessoa Física;3200;90;288000
Katia;Rodas aro 22";TO;Setembro;Pessoa Jurídica;3921;90;352890
Vanessa;Rodas aro 13";MA;Maio;Pessoa Jurídica;780;88;68640
Renata;Rodas aro 14";MA;Setembro;Pessoa Jurídica;980;86;84280
Caio;Rodas aro 15";SP;Outubro;Pessoa Física;1020;86;87720
Priscila;Rodas aro 16";AP;Dezembro;Pessoa Jurídica;1340;85;113900
Mirian;Rodas aro 17";CE;Janeiro;Pessoa Física;1870;85;158950
Murilo;Rodas aro 18";SC;Abril;Pessoa Física;1910;80;152800
Roberto;Rodas aro 19";AP;Abril;Pessoa Física;2240;76;170240
Myslaine;Rodas aro 20";PB;Dezembro;Pessoa Jurídica;2479;75;185925
Katia;Rodas aro 21";MA;Dezembro;Pessoa Jurídica;3200;74;236800
Vanessa;Rodas aro 22";RN;Setembro;Pessoa Jurídica;3921;72;282312
Renata;Rodas aro 13";AC;Outubro;Pessoa Física;780;71;55380
Caio;Rodas aro 14";SP;Outubro;Pessoa Jurídica;980;70;68600
Priscila;Rodas aro 15";PI;Novembro;Pessoa Física;1020;70;71400
Mirian;Rodas aro 16";MS;Novembro;Pessoa Física;1340;68;91120
Murilo;Rodas aro 17";PE;Fevereiro;Pessoa Física;1870;67;125290
Roberto;Rodas aro 18";RS;Abril;Pessoa Jurídica;1910;65;124150
Myslaine;Rodas aro 19";GO;Julho;Pessoa Jurídica;2240;63;141120
Katia;Rodas aro 20";SE;Março;Pessoa Jurídica;2479;62;153698
Vanessa;Rodas aro 21";SE;Janeiro;Pessoa Física;3200;62;198400
Renata;Rodas aro 22";MG;Dezembro;Pessoa Jurídica;3921;59;231339
Caio;Rodas aro 13";RS;Julho;Pessoa Física;780;50;39000
Priscila;Rodas aro 14";MG;Maio;Pessoa Física;980;49;48020
Mirian;Rodas aro 15";GO;Outubro;Pessoa Física;1020;49;49980
Murilo;Rodas aro 16";RN;Abril;Pessoa Jurídica;1340;48;64320
Roberto;Rodas aro 17";PB;Novembro;Pessoa Jurídica;1870;47;87890
Myslaine;Rodas aro 18";BA;Janeiro;Pessoa Jurídica;1910;47;89770
Katia;Rodas aro 19";SC;Março;Pessoa Física;2240;47;105280
Vanessa;Rodas aro 20";MG;Outubro;Pessoa Jurídica;2479;44;109076
Renata;Rodas aro 21";RS;Novembro;Pessoa Física;3200;43;137600
Caio;Rodas aro 22";BA;Agosto;Pessoa Física;3921;42;164682
Priscila;Rodas aro 13";PB;Outubro;Pessoa Física;780;40;31200
Mirian;Rodas aro 14";MG;Maio;Pessoa Jurídica;980;40;39200
Murilo;Rodas aro 15";DF;Maio;Pessoa Jurídica;1020;38;38760
Roberto;Rodas aro 16";AL;Março;Pessoa Jurídica;1340;38;50920
Myslaine;Rodas aro 17";MG;Novembro;Pessoa Física;1870;37;69190
Katia;Rodas aro 18";PI;Agosto;Pessoa Jurídica;1910;36;68760
Vanessa;Rodas aro 19";MS;Junho;Pessoa Física;2240;36;80640
Renata;Rodas aro 20";GO;Novembro;Pessoa Física;2479;34;84286
Caio;Rodas aro 21";CE;Dezembro;Pessoa Física;3200;34;108800
Priscila;Rodas aro 22";PE;Setembro;Pessoa Jurídica;3921;33;129393
Mirian;Rodas aro 13";MS;Junho;Pessoa Jurídica;780;33;25740
Murilo;Rodas aro 14";RS;Novembro;Pessoa Jurídica;980;32;31360
Roberto;Rodas aro 15";BA;Julho;Pessoa Física;1020;31;31620
Myslaine;Rodas aro 16";GO;Julho;Pessoa Jurídica;1340;26;34840
Katia;Rodas aro 17";MS;Abril;Pessoa Física;1870;24;44880
Vanessa;Rodas aro 18";PE;Maio;Pessoa Física;1910;23;43930
Renata;Rodas aro 19";RR;Junho;Pessoa Física;2240;20;44800
Caio;Rodas aro 20";TO;Outubro;Pessoa Jurídica;2479;20;49580
Priscila;Rodas aro 21";MT;Agosto;Pessoa Jurídica;3200;20;64000
Mirian;Rodas aro 22";PE;Julho;Pessoa Jurídica;3921;16;62736
Murilo;Rodas aro 13";PB;Março;Pessoa Física;780;14;10920
Roberto;Rodas aro 14";AM;Setembro;Pessoa Jurídica;980;13;12740
Myslaine;Rodas aro 15";CE;Novembro;Pessoa Física;1020;13;13260
Katia;Rodas aro 16";PB;Julho;Pessoa Física;1340;12;16080
Vanessa;Rodas aro 17";SC;Março;Pessoa Física;1870;10;18700
Renata;Rodas aro 18";RS;Outubro;Pessoa Jurídica;1910;10;19100
Caio;Rodas aro 19";AL;Dezembro;Pessoa Jurídica;2240;10;22400
Priscila;Rodas aro 20";RN;Março;Pessoa Jurídica;2479;9;22311
Mirian;Rodas aro 21";RJ;Janeiro;Pessoa Física;3200;8;25600
Murilo;Rodas aro 22";RR;Maio;Pessoa Jurídica;3921;7;27447
Roberto;Rodas aro 13";GO;Setembro;Pessoa Física;780;7;5460
Myslaine;Rodas aro 14";MT;Junho;Pessoa Física;980;6;5880
Katia;Rodas aro 15";PR;Março;Pessoa Física;1020;4;4080
Vanessa;Rodas aro 16";SP;Setembro;Pessoa Jurídica;1340;4;5360
Renata;Rodas aro 17";RO;Outubro;Pessoa Jurídica;1870;3;5610
Caio;Rodas aro 18";RR;Dezembro;Pessoa Jurídica;1910;2;3820
Priscila;Rodas aro 19";BA;Dezembro;Pessoa Física;2240;1;2240
Mirian;Rodas aro 20";AL;Fevereiro;Pessoa Jurídica;2479;1;2479
Murilo;Rodas aro 21";TO;Outubro;Pessoa Física;3200;109;348800
Roberto;Rodas aro 22";GO;Abril;Pessoa Física;3921;107;419547
Myslaine;Rodas aro 13";AP;Maio;Pessoa Física;780;105;81900
Katia;Rodas aro 14";PI;Novembro;Pessoa Jurídica;980;105;102900
Vanessa;Rodas aro 15";SP;Janeiro;Pessoa Jurídica;1020;102;104040
Renata;Rodas aro 16";RJ;Dezembro;Pessoa Jurídica;1340;102;136680
Caio;Rodas aro 17";MG;Janeiro;Pessoa Física;1870;102;190740
Priscila;Rodas aro 18";AM;Março;Pessoa Jurídica;1910;99;189090
Mirian;Rodas aro 19";PB;Setembro;Pessoa Física;2240;96;215040
Murilo;Rodas aro 20";RJ;Dezembro;Pessoa Física;2479;93;230547
Roberto;Rodas aro 21";AP;Agosto;Pessoa Física;3200;92;294400
Myslaine;Rodas aro 22";SC;Setembro;Pessoa Jurídica;3921;91;356811
Katia;Rodas aro 13";AP;Agosto;Pessoa Jurídica;780;90;70200
Vanessa;Rodas aro 14";AL;Janeiro;Pessoa Jurídica;980;89;87220
Renata;Rodas aro 15";PE;Novembro;Pessoa Física;1020;89;90780
Caio;Rodas aro 16";MS;Fevereiro;Pessoa Jurídica;1340;82;109880
Priscila;Rodas aro 17";PB;Maio;Pessoa Física;1870;81;151470
Mirian;Rodas aro 18";AL;Novembro;Pessoa Física;1910;79;150890
Murilo;Rodas aro 19";PR;Setembro;Pessoa Física;2240;69;154560
Roberto;Rodas aro 20";RJ;Setembro;Pessoa Jurídica;2479;69;171051
Myslaine;Rodas aro 21";RS;Março;Pessoa Jurídica;3200;67;214400
Katia;Rodas aro 22";BA;Fevereiro;Pessoa Jurídica;3921;67;262707
Vanessa;Rodas aro 13";RR;Janeiro;Pessoa Física;780;67;52260
Renata;Rodas aro 14";RJ;Maio;Pessoa Jurídica;980;67;65660
Caio;Rodas aro 15";CE;Março;Pessoa Física;1020;67;68340
Priscila;Rodas aro 16";ES;Março;Pessoa Física;1340;65;87100
Mirian;Rodas aro 17";RN;Abril;Pessoa Física;1870;63;117810
Murilo;Rodas aro 18";RO;Fevereiro;Pessoa Jurídica;1910;61;116510
Roberto;Rodas aro 19";RN;Junho;Pessoa Jurídica;2240;60;134400
Myslaine;Rodas aro 20";MS;Março;Pessoa Jurídica;2479;59;146261
Katia;Rodas aro 21";ES;Setembro;Pessoa Física;3200;59;188800
Vanessa;Rodas aro 22";DF;Novembro;Pessoa Jurídica;3921;57;223497
Renata;Rodas aro 13";ES;Agosto;Pessoa Física;780;56;43680
Caio;Rodas aro 14";RJ;Novembro;Pessoa Física;980;56;54880
Priscila;Rodas aro 15";PI;Abril;Pessoa Física;1020;55;56100
Mirian;Rodas aro 16";AP;Novembro;Pessoa Jurídica;1340;55;73700
Murilo;Rodas aro 17";RN;Junho;Pessoa Jurídica;1870;54;100980
Roberto;Rodas aro 18";RR;Março;Pessoa Jurídica;1910;52;99320
Myslaine;Rodas aro 19";RR;Abril;Pessoa Física;2240;52;116480
Katia;Rodas aro 20";RN;Julho;Pessoa Jurídica;2479;52;128908
Vanessa;Rodas aro 21";PR;Março;Pessoa Física;3200;47;150400
Renata;Rodas aro 22";GO;Janeiro;Pessoa Física;3921;47;184287
Caio;Rodas aro 13";PA;Novembro;Pessoa Física;780;45;35100
Priscila;Rodas aro 14";AC;Fevereiro;Pessoa Jurídica;980;44;43120
Mirian;Rodas aro 15";AP;Abril;Pessoa Jurídica;1020;44;44880
Murilo;Rodas aro 16";MA;Outubro;Pessoa Jurídica;1340;43;57620
Roberto;Rodas aro 17";DF;Janeiro;Pessoa Física;1870;43;80410
Myslaine;Rodas aro 18";RO;Março;Pessoa Jurídica;1910;41;78310
Katia;Rodas aro 19";MS;Março;Pessoa Física;2240;38;85120
Vanessa;Rodas aro 20";PI;Setembro;Pessoa Física;2479;35;86765
Renata;Rodas aro 21";PB;Junho;Pessoa Física;3200;34;108800
Caio;Rodas aro 22";MT;Maio;Pessoa Jurídica;3921;33;129393
Priscila;Rodas aro 13";MA;Junho;Pessoa Jurídica;780;33;25740
Mirian;Rodas aro 14";DF;Julho;Pessoa Jurídica;980;32;31360
Murilo;Rodas aro 15";PB;Abril;Pessoa Física;1020;32;32640
Roberto;Rodas aro 16";TO;Junho;Pessoa Jurídica;1340;32;42880
Myslaine;Rodas aro 17";SP;Dezembro;Pessoa Física;1870;31;57970
Katia;Rodas aro 18";MA;Dezembro;Pessoa Física;1910;28;53480
Vanessa;Rodas aro 19";MG;Abril;Pessoa Física;2240;25;56000
Renata;Rodas aro 20";AM;Março;Pessoa Jurídica;2479;22;54538
Caio;Rodas aro 21";AM;Maio;Pessoa Jurídica;3200;21;67200
Priscila;Rodas aro 22";ES;Outubro;Pessoa Jurídica;3921;21;82341
Mirian;Rodas aro 13";RN;Abril;Pessoa Física;780;20;15600
Murilo;Rodas aro 14";TO;Junho;Pessoa Jurídica;980;19;18620
Roberto;Rodas aro 15";PR;Janeiro;Pessoa Física;1020;19;19380
Myslaine;Rodas aro 16";AL;Outubro;Pessoa Física;1340;19;25460
Katia;Rodas aro 17";MS;Setembro;Pessoa Física;1870;16;29920
Vanessa;Rodas aro 18";PE;Setembro;Pessoa Jurídica;1910;15;28650
Renata;Rodas aro 19";AM;Outubro;Pessoa Jurídica;2240;15;33600
Caio;Rodas aro 20";GO;Fevereiro;Pessoa Jurídica;2479;14;34706
Priscila;Rodas aro 21";RJ;Dezembro;Pessoa Física;3200;13;41600
Mirian;Rodas aro 22";MT;Fevereiro;Pessoa Jurídica;3921;13;50973
Murilo;Rodas aro 13";PI;Dezembro;Pessoa Física;780;13;10140
Roberto;Rodas aro 14";MS;Agosto;Pessoa Física;980;12;11760
Myslaine;Rodas aro 15";SE;Setembro;Pessoa Física;1020;11;11220
Katia;Rodas aro 16";RS;Fevereiro;Pessoa Jurídica;1340;11;14740
Vanessa;Rodas aro 17";BA;Março;Pessoa Jurídica;1870;10;18700
Renata;Rodas aro 18";TO;Agosto;Pessoa Jurídica;1910;10;19100
Caio;Rodas aro 19";RO;Setembro;Pessoa Física;2240;9;20160
Priscila;Rodas aro 20";SC;Agosto;Pessoa Jurídica;2479;8;19832
